timestamp,Roll1,Pitch1,Yaw1,gx,gy,gz,Roll2,Pitch2,Yaw2,ax,ay,az,target_angle_deg
140163,-11.463080406188965,22.693437576293945,137.93666076660156,6.40869140625,-3.60107421875,-2.685546875,-142.96417236328125,77.30858612060547,347.5673522949219,-0.9680810570716858,-0.2504918873310089,0.0085325706750154,0.0
140288,-11.503692626953123,22.716598510742188,137.92254638671875,-1.28173828125,7.50732421875,0.91552734375,-142.74578857421875,77.30876922607422,347.7527160644531,-0.9305016398429872,-0.3655542135238647,-0.0231689289212226,0.0
140413,-11.491252899169922,22.68319320678711,137.91783142089844,4.8828125,-0.67138671875,1.28173828125,-142.45074462890625,77.30816650390625,348.0024719238281,-0.9491785168647766,-0.3140426874160766,-0.02091228030622,0.0
140522,-11.526042938232422,22.63999938964844,137.8925018310547,-2.0751953125,5.43212890625,-1.0986328125,-141.9502410888672,77.29950714111328,348.4561462402344,-0.9321451187133788,-0.362084686756134,-0.0002378224598942,0.0
140655,-11.277113914489746,22.613740921020508,137.8810577392578,14.0380859375,1.0986328125,4.21142578125,-141.3906707763672,77.28235626220703,349.0264892578125,-0.9409021735191344,-0.3339338600635528,-0.056489884853363,0.0
140775,-11.46712875366211,22.779951095581055,137.78318786621094,-24.90234375,21.30126953125,-9.58251953125,-140.91197204589844,77.22372436523438,349.417724609375,-0.9556175470352172,-0.2867580354213714,-0.0675652399659156,0.0
140955,-11.471217155456545,22.704084396362305,137.7261962890625,6.8359375,-9.033203125,-1.5869140625,-140.61767578125,77.20684051513672,349.5749816894531,-0.9369698762893676,-0.3380657732486725,-0.0883115455508232,0.0
141075,-11.65668487548828,22.481769561767575,137.75384521484375,-14.5263671875,-4.0283203125,4.7607421875,-140.22206115722656,77.17857360839844,350.1155090332031,-0.9473650455474854,-0.320145696401596,-0.002495567779988,0.0
141196,-11.634576797485352,22.484619140625,137.9056854248047,3.0517578125,2.44140625,17.08984375,-139.8893585205078,77.15459442138672,350.58221435546875,-0.9365748763084412,-0.3498590886592865,-0.0206423923373222,0.0
141315,-11.681519508361816,22.64390563964844,138.53726196289062,2.197265625,3.41796875,54.5654296875,-139.49057006835938,77.13228607177734,351.6072692871094,-0.9344610571861268,-0.3548600971698761,-0.0292739402502775,0.0
141435,-11.497177124023438,22.65176773071289,139.01329040527344,-6.7138671875,1.40380859375,24.4140625,-139.2685546875,77.152587890625,352.1672668457031,-0.9672252535820008,-0.250806987285614,0.0396393835544586,0.0
141555,-11.476316452026367,22.65144920349121,139.05816650390625,5.43212890625,0.8544921875,2.3193359375,-138.99156188964844,77.20863342285156,352.462646484375,-0.9692882895469666,-0.2458558827638626,0.0059198713861405,0.0
141735,-11.557866096496582,22.64422607421875,139.04884338378906,1.220703125,2.01416015625,5.92041015625,-138.76124572753906,77.23239135742188,352.7102355957031,-0.9670082330703736,-0.2547358572483063,-0.002168990438804,0.0
141855,-11.41793441772461,22.634355545043945,139.1170196533203,2.9296875,3.173828125,2.13623046875,-138.56509399414062,77.261474609375,352.8757629394531,-0.9643433690071106,-0.2631007432937622,0.0286343712359666,0.0
141975,-11.434232711791992,22.53714370727539,139.11172485351562,2.25830078125,0.91552734375,0.48828125,-138.36598205566406,77.28874969482422,352.98974609375,-0.960731029510498,-0.2774085402488708,-0.0063592786900699,0.0
142096,-11.406898498535156,22.461889266967773,139.0607147216797,9.6435546875,5.4931640625,-0.48828125,-137.91299438476562,77.3219223022461,353.3106689453125,-0.9605194330215454,-0.2780640125274658,0.0091089941561222,0.0
142215,-11.349331855773926,22.44344139099121,139.04803466796875,0.48828125,6.04248046875,-1.953125,-137.68992614746094,77.33531951904297,353.4013366699219,-0.9565263390541076,-0.2909344434738159,-0.0203618183732032,0.0
142395,-11.481671333312988,22.45368194580078,138.7594451904297,-11.29150390625,6.89697265625,-28.99169921875,-137.51559448242188,77.35238647460938,353.3161315917969,-0.9633854031562804,-0.2675671875476837,0.0172161199152469,0.0
142515,-11.383172988891602,22.452600479125977,138.2288055419922,17.51708984375,27.64892578125,-61.03515625,-137.14889526367188,77.35929870605469,353.1394348144531,-0.9428565502166748,-0.3320424258708954,0.0277379024773836,0.0
142691,-11.26876163482666,22.460927963256836,138.136474609375,27.52685546875,3.5400390625,6.53076171875,-136.8813934326172,77.3398666381836,353.1880798339844,-0.9243664145469666,-0.3713136911392212,-0.087594948709011,0.0
142863,-11.330700874328612,22.327909469604492,138.2008819580078,-13.0615234375,-6.77490234375,-0.1220703125,-136.59591674804688,77.32585144042969,353.45751953125,-0.9497496485710144,-0.3121622204780578,-0.0230293497443199,0.0
143113,-11.226696014404297,22.263961791992188,138.22947692871094,0.67138671875,2.8076171875,0.1220703125,-136.26605224609375,77.31391906738281,353.6697998046875,-0.9474976062774658,-0.3159525692462921,-0.0492175370454788,0.0
143223,-10.955023765563965,22.289958953857425,138.22415161132812,18.5546875,8.056640625,-6.2255859375,-135.9485321044922,77.32123565673828,353.7240905761719,-0.9509040713310242,-0.3092459142208099,-0.0121864369139075,0.0
143348,-10.987431526184082,22.273557662963867,137.89138793945312,1.8310546875,0.3662109375,3.60107421875,-135.65524291992188,77.2930679321289,353.7729797363281,-0.9486311674118042,-0.3075476586818695,-0.0742521584033966,0.0
143473,-10.858799934387209,22.171039581298828,137.93922424316406,0.1220703125,2.685546875,-0.06103515625,-135.1260223388672,77.24907684326172,354.1650390625,-0.9354965686798096,-0.3500529527664184,-0.0480534769594669,0.0
143582,-10.791172981262209,22.12856674194336,137.9658660888672,-1.220703125,1.0986328125,0.42724609375,-134.85195922851562,77.22335815429688,354.41229248046875,-0.94110906124115,-0.3365817964076996,-0.0320382677018642,0.0
143707,-10.70604133605957,22.083194732666016,138.005126953125,1.0986328125,3.84521484375,0.8544921875,-134.59837341308594,77.20182800292969,354.6467590332031,-0.938533365726471,-0.3436782360076904,-0.03225689381361,0.0
143828,-10.704458236694336,22.03830909729004,138.03543090820312,0.9765625,2.99072265625,1.28173828125,-134.2226104736328,77.1757583618164,355.01165771484375,-0.9272647500038148,-0.3740418553352356,-0.0165176894515752,0.0
143953,-10.673197746276855,21.944948196411133,138.0636749267578,-0.8544921875,0.42724609375,1.64794921875,-133.9543914794922,77.14395904541016,355.3240966796875,-0.9329879879951476,-0.3581093847751617,-0.0359299108386039,0.0
144063,-10.698473930358888,21.91262435913086,138.12554931640625,2.62451171875,1.0986328125,5.2490234375,-133.6282196044922,77.10711669921875,355.7081298828125,-0.9333251118659972,-0.3581224381923675,-0.0255459062755107,0.0
144195,-10.866303443908691,21.90906143188477,138.3516845703125,-27.34375,-1.89208984375,30.517578125,-133.20928955078125,77.03094482421875,356.4503479003906,-0.93929123878479,-0.2948018312454223,0.1755674183368683,0.0
144304,-10.873851776123049,22.017698287963867,139.84146118164062,-43.88427734375,-20.69091796875,131.591796875,-133.4542694091797,76.81077575683594,357.5000305175781,-0.9498053789138794,-0.2584351599216461,0.1762977242469787,0.0
144491,-10.690796852111816,21.91704559326172,140.93328857421875,-26.0009765625,-37.41455078125,80.26123046875,-133.79563903808594,76.65937805175781,357.95574951171875,-0.9648652076721193,-0.2618845701217651,-0.0212513953447341,0.0
144601,-10.710556030273438,21.886865615844727,141.37185668945312,-4.0283203125,-9.033203125,27.099609375,-133.8665008544922,76.62458801269531,358.1903381347656,-0.9885061383247375,-0.138870432972908,-0.0597540363669395,0.0
144736,-10.68283748626709,22.2185115814209,141.3353271484375,3.7841796875,17.02880859375,-0.8544921875,-133.661376953125,76.74605560302734,358.3006591796875,-0.9753102660179138,-0.1731431186199188,0.137081429362297,0.0
144855,-10.579994201660156,22.446496963500977,141.34474182128906,2.38037109375,1.708984375,3.23486328125,-133.505615234375,76.8496322631836,358.3804626464844,-0.9740614295005798,-0.1534065157175064,0.1663458198308944,0.0
144976,-10.57658863067627,22.560232162475582,141.41058349609375,-3.5400390625,1.77001953125,7.62939453125,-133.46095275878906,76.89556884765625,358.50299072265625,-0.9873257875442504,-0.1509311497211456,0.0490681529045105,0.0
145096,-10.611482620239258,22.719242095947266,141.36622619628906,-3.72314453125,6.8359375,-5.31005859375,-133.29330444335938,76.97000122070312,358.6224670410156,-0.987722396850586,-0.1183158084750175,0.1020090654492378,0.0
145336,-10.499478340148926,22.925601959228516,141.37823486328125,4.57763671875,-0.732421875,5.126953125,-133.1835479736328,77.05401611328125,358.6965026855469,-0.9721631407737732,-0.1495364904403686,0.1803820580244064,0.0
145456,-10.418428421020508,23.005510330200195,141.48483276367188,0.18310546875,-3.0517578125,10.3759765625,-133.1194610595703,77.08716583251953,358.82513427734375,-0.9931025505065918,-0.1035866513848304,0.0549285151064395,0.0
145576,-10.463497161865234,23.18299102783203,141.42640686035156,-1.52587890625,12.39013671875,-5.4931640625,-132.98501586914062,77.1875,358.8533020019531,-0.9874809980392456,-0.1454316675662994,0.061081301420927,0.0
145696,-10.484679222106934,23.51762008666992,140.9193878173828,12.75634765625,3.90625,-13.0615234375,-132.53094482421875,77.4556884765625,358.62127685546875,-0.9751805663108826,-0.2197176963090896,0.0273327399045228,0.0
145816,-10.475312232971191,23.607690811157227,140.6043243408203,21.91162109375,5.06591796875,-34.85107421875,-132.16677856445312,77.54601287841797,358.5859069824219,-0.9794257283210754,-0.1920779794454574,0.0618972517549991,0.0
145936,-10.345117568969728,23.851261138916016,140.16171264648438,22.705078125,33.0810546875,-35.5224609375,-131.7678680419922,77.67204284667969,358.4638671875,-0.973374605178833,-0.2149259448051452,0.0796780958771705,0.0
146056,-10.433416366577148,23.847179412841797,139.65443420410156,14.7705078125,6.53076171875,-26.0009765625,-131.4036407470703,77.78873443603516,358.336181640625,-0.9538394212722778,-0.299597293138504,0.0207771733403205,0.0
146175,-10.48444652557373,23.92497444152832,139.57142639160156,-3.84521484375,0.30517578125,2.99072265625,-131.3001708984375,77.80812072753906,358.50146484375,-0.9385433197021484,-0.2480912506580352,0.2399735152721405,0.0
146296,-10.38966178894043,23.85997009277344,140.2314453125,-33.8134765625,-23.0712890625,78.61328125,-131.49378967285156,77.70172119140625,359.0186767578125,-0.9626699090003968,-0.2606162428855896,0.0731156766414642,0.0
146415,-10.358086585998535,23.85341453552246,140.83004760742188,-24.658203125,-8.1787109375,41.56494140625,-131.5913543701172,77.64732360839844,359.4164733886719,-0.98507422208786,-0.1719712167978286,-0.0073952637612819,0.0
146536,-10.293066024780272,24.083820343017575,141.27659606933594,-16.05224609375,2.13623046875,33.14208984375,-131.679443359375,77.66634368896484,359.6824035644531,-0.9839227199554444,-0.1622592359781265,0.0746199637651443,0.0
