Roll1_0,Pitch1_0,Yaw1_0,gx_0,gy_0,gz_0,Roll2_0,Pitch2_0,Yaw2_0,ax_0,ay_0,az_0,Roll1_1,Pitch1_1,Yaw1_1,gx_1,gy_1,gz_1,Roll2_1,Pitch2_1,Yaw2_1,ax_1,ay_1,az_1,Roll1_2,Pitch1_2,Yaw1_2,gx_2,gy_2,gz_2,Roll2_2,Pitch2_2,Yaw2_2,ax_2,ay_2,az_2,Roll1_3,Pitch1_3,Yaw1_3,gx_3,gy_3,gz_3,Roll2_3,Pitch2_3,Yaw2_3,ax_3,ay_3,az_3,Roll1_4,Pitch1_4,Yaw1_4,gx_4,gy_4,gz_4,Roll2_4,Pitch2_4,Yaw2_4,ax_4,ay_4,az_4,Roll1_5,Pitch1_5,Yaw1_5,gx_5,gy_5,gz_5,Roll2_5,Pitch2_5,Yaw2_5,ax_5,ay_5,az_5,Roll1_6,Pitch1_6,Yaw1_6,gx_6,gy_6,gz_6,Roll2_6,Pitch2_6,Yaw2_6,ax_6,ay_6,az_6,Roll1_7,Pitch1_7,Yaw1_7,gx_7,gy_7,gz_7,Roll2_7,Pitch2_7,Yaw2_7,ax_7,ay_7,az_7,Roll1_8,Pitch1_8,Yaw1_8,gx_8,gy_8,gz_8,Roll2_8,Pitch2_8,Yaw2_8,ax_8,ay_8,az_8,Roll1_9,Pitch1_9,Yaw1_9,gx_9,gy_9,gz_9,Roll2_9,Pitch2_9,Yaw2_9,ax_9,ay_9,az_9,Roll1_10,Pitch1_10,Yaw1_10,gx_10,gy_10,gz_10,Roll2_10,Pitch2_10,Yaw2_10,ax_10,ay_10,az_10,Roll1_11,Pitch1_11,Yaw1_11,gx_11,gy_11,gz_11,Roll2_11,Pitch2_11,Yaw2_11,ax_11,ay_11,az_11,label,binary_label
-13.61078929901123,23.26869010925293,173.93862915039062,1.40380859375,3.0517578125,0.54931640625,40.129425048828125,71.39002990722656,215.5367889404297,-0.9906485080718994,-0.0002404194965492,-0.1364380568265915,-13.676156044006348,23.242021560668945,173.90548706054688,1.52587890625,2.9296875,0.6103515625,40.32070541381836,71.48082733154297,215.71615600585935,-0.9900464415550232,0.0046807867474853,-0.1406636387109756,-13.622983932495115,23.292415618896484,173.91830444335938,1.40380859375,2.86865234375,0.42724609375,40.51731872558594,71.57433319091797,215.89784240722656,-0.9903002977371216,0.0068545378744602,-0.1387743204832077,-13.543094635009766,23.307174682617188,173.93577575683594,3.23486328125,2.25830078125,0.79345703125,40.83538055419922,71.71763610839844,216.17518615722656,-0.991252899169922,-0.0003599320771172,-0.1319750845432281,-13.556366920471191,23.38006591796875,173.92520141601562,2.44140625,2.13623046875,1.0986328125,41.048370361328125,71.8184585571289,216.34873962402344,-0.989457666873932,-0.0009614552836865,-0.1448192000389099,-13.652862548828123,23.42785263061523,173.88058471679688,1.0986328125,2.44140625,0.18310546875,41.17369079589844,71.93209838867188,216.4626007080078,-0.9888902306556702,0.007138283457607,-0.1484763026237487,-13.776405334472656,23.5733699798584,173.82540893554688,-10.498046875,8.36181640625,-1.8310546875,41.28596496582031,72.02587890625,216.68650817871097,-0.9906060695648192,0.0293927621096372,-0.1335504502058029,-14.02009391784668,23.809627532958984,173.5771484375,-12.39013671875,12.75634765625,-31.6162109375,41.22941970825195,72.12389373779297,216.68988037109375,-0.8726434111595154,0.4584986269474029,-0.1681442558765411,-13.988713264465332,23.668560028076172,173.70166015625,-4.69970703125,-24.35302734375,9.1552734375,40.33390045166016,72.41761016845703,215.77301025390625,-0.9892154932022096,0.0655527040362358,-0.1309793442487716,-13.700087547302246,23.55946350097656,173.9179229736328,37.53662109375,-8.056640625,29.296875,40.118133544921875,72.5158462524414,215.60626220703125,-0.9321631193161012,-0.3240602016448974,-0.1614217311143875,-13.408110618591309,23.711030960083008,174.04502868652344,-1.28173828125,13.916015625,5.18798828125,41.75392532348633,72.24512481689453,217.1953125,-0.9879163503646852,0.1034784689545631,-0.1153849884867668,-13.36108684539795,23.70220184326172,174.07382202148438,7.32421875,4.45556640625,4.82177734375,42.422271728515625,72.02088165283203,217.9669189453125,-0.9401288628578186,-0.1828375905752182,-0.2876250445842743,standing_still,not_walking
-13.21095371246338,23.781490325927734,174.14796447753906,22.705078125,12.0849609375,12.02392578125,43.55190658569336,71.90791320800781,219.099853515625,-0.9509230852127076,-0.1726041138172149,-0.2568132579326629,-13.289724349975586,23.745929718017575,174.12149047851562,5.9814453125,3.23486328125,3.23486328125,43.88375473022461,71.91703796386719,219.46295166015625,-0.9625840187072754,-0.1403344273567199,-0.2318152338266372,-13.42381477355957,23.709739685058594,174.0767822265625,0.54931640625,2.197265625,2.62451171875,44.51702117919922,71.95217895507812,220.09234619140625,-0.9519805908203124,-0.1860750019550323,-0.2431234419345855,-13.490045547485352,23.688486099243164,174.0535125732422,2.62451171875,2.3193359375,2.50244140625,44.965675354003906,71.96035766601562,220.56851196289065,-0.9429109692573548,-0.2197798639535904,-0.2502312958240509,-13.682287216186523,23.640670776367188,174.02903747558594,-13.916015625,2.197265625,-1.15966796875,45.66511535644531,72.01829528808594,221.26025390625,-0.9636077284812928,-0.1618041396141052,-0.2127899080514907,-13.866637229919434,24.175392150878903,173.933837890625,1.89208984375,62.5,0.244140625,47.29526138305664,71.97695922851562,222.7611083984375,-0.981757402420044,-0.00929631665349,-0.1899104714393615,-14.149025917053224,24.11974334716797,173.7304229736328,-16.78466796875,-11.53564453125,-1.40380859375,46.65946578979492,72.28845977783203,222.2609100341797,-0.9989591240882874,0.0325563363730907,-0.0319512002170085,-14.04404354095459,24.02828598022461,173.77630615234375,10.43701171875,-0.48828125,-9.70458984375,44.47669219970703,73.0344467163086,220.23829650878903,-0.9087328910827636,-0.3428147137165069,-0.2380813062191009,-14.109100341796877,23.90294647216797,173.61293029785156,14.95361328125,-0.18310546875,5.126953125,44.00213623046875,73.24627685546875,219.6911773681641,-0.9161525964736938,-0.3829177618026733,-0.1184838563203811,-13.687089920043944,23.65768814086914,173.98951721191406,12.939453125,5.0048828125,7.32421875,45.04309844970703,73.16614532470703,220.6274871826172,-0.9972112774848938,-0.0620766133069992,0.0414246656000614,-13.613604545593262,23.67102432250977,174.0606689453125,6.40869140625,5.18798828125,6.65283203125,45.774051666259766,73.20915985107422,221.20388793945312,-0.9656491279602052,-0.1012364774942398,-0.2393175363540649,-13.567111015319824,23.72351455688477,174.0530548095703,21.1181640625,17.7001953125,8.544921875,46.46708679199219,73.32740783691406,221.7692108154297,-0.973749041557312,-0.1486958861351013,-0.172343909740448,standing_still,not_walking
-14.03189182281494,24.066286087036133,172.9168701171875,-40.83251953125,28.50341796875,-145.44677734375,49.38557052612305,73.42250061035156,223.7147216796875,-0.9952369928359984,0.0801784619688987,-0.0554505214095115,-14.688791275024414,23.825519561767575,171.25682067871094,23.49853515625,2.5634765625,-119.20166015625,51.49065017700195,73.55833435058594,224.69161987304688,-0.9961622357368468,0.0073869228363037,-0.0872133448719978,-14.877519607543944,23.580841064453125,170.167724609375,15.19775390625,6.77490234375,-107.84912109375,53.08742904663086,73.80758666992188,225.37681579589844,-0.979534387588501,-0.1622740030288696,-0.1190779358148574,-15.188191413879396,23.17825508117676,167.6997528076172,48.095703125,11.77978515625,-167.17529296875,57.34878921508789,73.78227996826172,227.59571838378903,-0.9072189331054688,-0.2193318605422973,-0.3589531481266022,-14.712389945983888,22.839929580688477,166.80621337890625,100.9521484375,-44.61669921875,4.8828125,58.677459716796875,73.74964904785156,228.0053253173828,-0.9169286489486694,-0.3336260616779327,-0.2189420908689499,-14.233268737792969,22.764781951904297,166.9857635498047,6.103515625,-0.06103515625,-1.03759765625,58.16233444213867,73.89387512207031,227.2586669921875,-0.9778199195861816,-0.1237164512276649,-0.1690044552087783,-14.003375053405762,22.826311111450195,167.02110290527344,13.0615234375,0.9765625,2.86865234375,58.35384368896485,73.98373413085938,227.2184906005859,-0.9701034426689148,-0.0989316999912262,-0.2216117829084396,-14.158700942993164,23.039823532104492,166.91844177246094,-8.85009765625,8.30078125,-12.26806640625,58.30739212036133,74.2756576538086,227.2111358642578,-0.976103663444519,0.0145093323662877,-0.2168209105730056,-14.203712463378906,23.12812042236328,166.79579162597656,1.5869140625,14.70947265625,-3.23486328125,58.15972900390625,74.4926986694336,227.0725250244141,-0.9720017910003662,-0.0310163162648677,-0.2329172044992447,-14.292035102844238,23.02031707763672,166.70359802246094,-5.7373046875,-3.173828125,-7.6904296875,57.85804748535156,75.02606201171875,226.594970703125,-0.9494913816452026,-0.2247818857431411,-0.2189502716064453,-14.523581504821776,22.84168815612793,166.40464782714844,-5.4931640625,5.55419921875,-15.80810546875,57.4570426940918,75.20697784423828,225.9854736328125,-0.8694058656692505,-0.4550647437572479,0.192482516169548,-14.390344619750977,22.925477981567383,166.1486358642578,32.958984375,40.771484375,-11.04736328125,59.46401596069336,74.95632934570312,227.7893218994141,-0.9807227849960328,-0.1884147226810455,-0.0517943874001503,standing_still,not_walking
-14.574480056762695,23.18376922607422,166.1046142578125,-11.3525390625,-6.34765625,27.40478515625,63.039913177490234,74.34578704833984,231.3090057373047,-0.9730209112167358,0.0724235847592353,-0.2190545797348022,-14.193692207336426,23.90976333618164,165.52243041992188,-7.4462890625,23.4375,-29.4189453125,66.21975708007812,73.83721160888672,234.07618713378903,-0.9602901935577391,0.1707601845264434,-0.220643863081932,-13.97521686553955,23.172292709350582,165.3975372314453,7.32421875,-42.3583984375,8.36181640625,64.79706573486328,74.38141632080078,232.310302734375,-0.9277583956718444,-0.2735974788665771,-0.2537889778614044,-14.056963920593262,22.794254302978516,165.41900634765625,6.2255859375,-5.67626953125,-1.220703125,63.71605682373047,75.00625610351562,230.8933258056641,-0.964801549911499,-0.1186635047197341,-0.2346847057342529,-14.16646671295166,22.747079849243164,165.3492431640625,2.25830078125,-1.3427734375,-3.173828125,63.166805267333984,75.32855987548828,230.24887084960935,-0.9670693874359132,-0.0770992711186409,-0.2425540685653686,-14.29938507080078,22.69681739807129,165.24790954589844,0.54931640625,-4.33349609375,-7.01904296875,62.66717147827149,75.72293090820312,229.58566284179688,-0.9748703837394714,0.0392747037112712,-0.2192837595939636,-14.412978172302246,21.7899112701416,165.205810546875,-3.84521484375,-109.55810546875,-23.74267578125,60.770599365234375,77.01844024658203,227.08164978027344,-0.9882280826568604,-0.1285801827907562,-0.0828992500901222,-14.783846855163574,20.894861221313477,164.73910522460938,-33.14208984375,13.85498046875,-108.88671875,59.42279052734375,77.58367156982422,225.6372985839844,-0.6338145732879639,-0.7733448147773743,-0.0147315179929137,-15.053622245788574,21.785951614379883,164.4971466064453,-20.3857421875,125.91552734375,-2.5634765625,62.26589584350586,76.96942901611328,228.7682952880859,-0.9874444603919984,-0.0212610252201557,-0.1565288752317428,-15.032066345214844,23.03009605407715,164.4026336669922,16.54052734375,105.46875,29.9072265625,66.25050354003906,75.98036193847656,233.07862854003903,-0.9342845678329468,0.1227336600422859,-0.3347369432449341,-14.164384841918944,24.450977325439453,164.16323852539062,41.32080078125,68.359375,-14.95361328125,71.31655883789062,74.03441619873047,237.78326416015625,-0.9528312683105468,0.2829309701919555,-0.1098306775093078,-14.09713649749756,24.053550720214844,164.53579711914062,-8.11767578125,-97.0458984375,-0.67138671875,69.663330078125,74.654541015625,236.53875732421875,-0.9663045406341552,-0.1040323674678802,-0.2354416698217392,standing_still,not_walking
-14.557968139648438,23.40009117126465,164.5537109375,-16.29638671875,-10.986328125,-7.080078125,68.22809600830078,75.5067138671875,234.9593505859375,-0.9748414158821106,-0.1196461468935012,-0.1880665421485901,-14.498125076293944,23.312000274658203,164.56080627441406,0.48828125,-0.91552734375,-2.9296875,67.98165130615234,75.94338989257812,234.54920959472656,-0.9627867341041564,-0.0564274899661541,-0.2643058896064758,-14.223762512207031,23.236740112304688,164.60609436035156,9.521484375,-9.27734375,-1.40380859375,67.62020111083984,76.72803497314453,233.86981201171875,-0.9686121940612792,0.0256304312497377,-0.2472518682479858,-14.6353759765625,21.96683692932129,164.58082580566406,-71.22802734375,-160.33935546875,-45.0439453125,65.51770782470703,78.20236206054688,231.45016479492188,-0.9842538833618164,-0.1232342943549156,-0.1267182379961013,-15.11153793334961,21.716787338256836,164.10397338867188,37.29248046875,142.02880859375,55.96923828125,66.0362548828125,78.13764190673828,232.14305114746097,-0.8953536748886108,-0.4384288191795349,-0.0782430544495582,-14.63791847229004,23.471736907958984,163.72474670410156,38.51318359375,166.56494140625,-33.63037109375,70.84734344482422,76.69051361083984,236.9457244873047,-0.9762772917747498,0.1384526640176773,-0.1664738357067108,-14.215654373168944,24.320615768432617,163.89291381835938,24.10888671875,65.00244140625,32.53173828125,73.69972229003906,75.45401000976562,239.93145751953125,-0.9664547443389891,0.194008782505989,-0.1683026254177093,-13.730917930603027,24.63367080688477,163.9413299560547,14.16015625,-118.65234375,-71.77734375,74.77228546142578,74.91845703125,241.1506500244141,-0.9846773147583008,0.0834763869643211,0.1531083136796951,-13.769208908081056,24.093521118164062,163.99330139160156,-41.6259765625,-42.96875,-6.65283203125,73.74451446533203,75.36751556396484,240.048095703125,-0.9865953922271729,-0.1500086486339569,-0.0642418712377548,-13.764119148254396,23.66744041442871,164.00730895996094,3.35693359375,-12.6953125,-3.84521484375,72.94995880126953,76.16291809082031,238.9869079589844,-0.950574517250061,-0.1603652834892273,-0.2658782005310058,-13.868364334106444,23.479427337646484,163.9213409423828,1.5869140625,-13.5498046875,-8.6669921875,72.58197021484375,76.61686706542969,238.48947143554688,-0.9626461267471312,-0.0434840135276317,-0.2672479152679443,-13.967788696289062,23.266733169555664,163.8248748779297,3.90625,-26.123046875,-10.1318359375,72.2369384765625,77.25688171386719,237.8943023681641,-0.984885036945343,0.0163003616034984,-0.1724406778812408,standing_still,not_walking
-14.294288635253906,20.718120574951172,163.6519775390625,-12.02392578125,-86.9140625,-79.65087890625,70.0977783203125,79.28041076660156,235.2154235839844,-0.5233432650566101,-0.8521102070808411,0.0044730193912982,-14.548086166381836,23.01833152770996,163.29916381835938,27.2216796875,200.8056640625,10.43701171875,75.42095184326172,77.54122161865234,241.00457763671875,-0.9771767854690552,-0.0135113643482327,-0.2119976729154586,-14.132984161376951,24.392284393310547,163.5881805419922,9.46044921875,77.5146484375,42.48046875,78.97784423828125,75.88946533203125,244.9193420410156,-0.9076640605926514,0.2869449257850647,-0.3062819838523865,-13.925485610961914,24.805858612060547,163.7999725341797,15.80810546875,-126.64794921875,-4.2724609375,79.18836212158203,75.50559997558594,245.5262451171875,-0.8580073118209839,0.5098199248313904,-0.0625075846910476,-13.979251861572266,24.212100982666016,163.9361572265625,-14.16015625,-38.57421875,-6.103515625,78.21678161621094,75.9806137084961,244.48731994628903,-0.978797733783722,-0.1703933924436569,-0.1136712282896041,-14.02973175048828,23.98152732849121,163.92388916015625,-0.1220703125,-3.662109375,-1.0986328125,77.69654083251953,76.49629974365234,243.88375854492188,-0.9710848927497864,-0.1278438866138458,-0.2016184628009796,-14.184619903564451,23.782447814941406,163.8166046142578,-2.8076171875,-5.37109375,-8.056640625,77.59709930419922,77.11534881591797,243.6272430419922,-0.9728902578353882,-0.0414220541715621,-0.2275279462337494,-14.098816871643066,23.69116973876953,163.81719970703125,4.2724609375,-19.34814453125,-5.0048828125,77.7146224975586,77.79829406738281,243.54579162597656,-0.9758036136627196,0.0529339499771595,-0.2121445536613464,-14.350067138671877,22.68016815185547,163.7686004638672,-28.74755859375,-136.77978515625,-37.841796875,77.46810913085938,78.93263244628906,242.93804931640625,-0.960693359375,-0.2302912920713424,-0.1550295948982238,-15.59097957611084,20.985092163085938,163.2510528564453,-72.265625,-46.9970703125,-119.62890625,76.93785858154297,80.01846313476562,242.2006378173828,-0.6361831426620483,-0.7426841855049133,-0.2090242803096771,-14.207399368286133,24.591392517089844,163.27239990234375,53.64990234375,66.46728515625,55.6640625,82.55315399169922,76.15980529785156,248.54310607910156,-0.9107320308685304,0.3415880501270294,-0.232130765914917,-13.437203407287598,25.60730361938477,163.5513458251953,43.8232421875,72.08251953125,39.4287109375,83.42476654052734,75.14651489257812,249.4737548828125,-0.7628809213638306,0.6330251693725586,-0.1314983963966369,standing_still,not_walking
-13.981219291687012,24.34034538269043,163.8079071044922,-26.2451171875,-20.01953125,-7.26318359375,81.90788269042969,76.24141693115234,247.96511840820312,-0.9733541011810304,-0.1747696995735168,-0.1484503448009491,-14.037446022033691,24.188804626464844,163.80514526367188,2.99072265625,-0.54931640625,0.3662109375,81.87224578857422,76.82099914550781,247.7917022705078,-0.9517521262168884,-0.1649848967790603,-0.2587428390979767,-14.13251495361328,24.03873062133789,163.74169921875,-2.62451171875,-3.7841796875,-4.7607421875,81.98041534423828,77.27804565429688,247.7510528564453,-0.967883050441742,-0.0372353345155715,-0.2486283481121063,-14.087780952453612,23.6903076171875,163.7134552001953,8.544921875,-20.93505859375,-4.21142578125,82.66889190673828,78.26940155029297,248.09698486328125,-0.9797940254211426,0.032270111143589,-0.1973887383937835,-14.725264549255373,23.01013946533203,162.84909057617188,67.56591796875,156.31103515625,29.296875,83.88258361816406,78.68067169189453,249.19818115234375,-0.9911410808563232,0.0710945054888725,-0.1121829524636268,-13.857842445373535,24.784202575683594,162.8571319580078,31.31103515625,35.21728515625,32.77587890625,86.48062896728516,76.18470764160156,251.86558532714844,-0.9412822127342224,0.289783775806427,-0.1732432246208191,-13.351279258728027,25.11456871032715,163.2450408935547,-81.54296875,-110.29052734375,-45.7763671875,85.89817810058594,75.95381164550781,251.72801208496097,-0.9118692874908448,0.1432740688323974,-0.3846647441387176,-13.683789253234863,24.563430786132812,163.306640625,-13.48876953125,-26.3671875,-7.75146484375,85.56631469726562,76.49019622802734,251.28567504882812,-0.9695929288864136,-0.192718431353569,-0.1508281379938125,-13.69210147857666,24.330463409423828,163.31304931640625,-0.6103515625,-2.685546875,-1.40380859375,85.64306640625,77.11988830566406,251.22247314453125,-0.9595566391944884,-0.1183614954352378,-0.2554241120815277,-13.620283126831056,24.222705841064453,163.31809997558594,2.8076171875,-2.25830078125,-2.74658203125,85.94251251220703,77.58018493652344,251.3627014160156,-0.9667341113090516,-0.0681953281164169,-0.2465249150991439,-14.62735080718994,21.47005844116211,163.08287048339844,-116.63818359375,-226.13525390625,-79.77294921875,87.57003784179688,80.37728118896484,252.0845184326172,-0.888245165348053,0.1810534447431564,-0.4221849739551544,-15.125475883483888,21.39470672607422,162.6029510498047,-14.16015625,76.11083984375,54.38232421875,87.4764404296875,80.33785247802734,251.96554565429688,-0.698473334312439,-0.6646791696548462,-0.2652104794979095,standing_still,not_walking
-13.327041625976562,25.13664436340332,161.9156951904297,68.603515625,87.21923828125,-21.78955078125,89.42638397216797,75.86414337158203,253.88267517089844,-0.9202282428741456,0.3615610003471374,-0.1498454362154007,-12.963393211364746,24.99631118774414,161.01272583007812,-61.8896484375,-89.41650390625,-65.5517578125,89.90467834472656,76.02861022949219,253.9493865966797,-0.8938860297203064,-0.4399716258049011,-0.0859803706407547,-13.481146812438965,24.60685157775879,161.05308532714844,-32.77587890625,-21.1181640625,-6.04248046875,89.74858093261719,76.5443344116211,253.8532257080078,-0.9464526176452636,-0.1925612986087799,-0.2591285407543182,-13.385181427001951,24.15205764770508,161.04180908203125,3.47900390625,-5.55419921875,-4.638671875,91.97702026367188,77.7790298461914,255.4509735107422,-0.9582879543304444,-0.0554096437990665,-0.2803820073604584,-13.344400405883787,23.93314743041992,161.02374267578125,4.45556640625,-19.775390625,-6.7138671875,92.90055847167967,78.53667449951172,256.1293029785156,-0.959887444972992,0.0274337530136108,-0.2790404558181762,-13.829963684082031,22.72589874267578,160.7679901123047,-56.396484375,-165.46630859375,-73.91357421875,93.90184783935548,79.63519287109375,256.3684997558594,-0.9454131722450256,-0.0640996843576431,-0.3195075690746307,-14.503497123718262,21.685415267944336,159.76873779296875,94.66552734375,87.40234375,3.84521484375,93.08462524414062,79.62765502929688,254.56581115722656,-0.9381876587867736,-0.3200343549251556,-0.131840243935585,-13.204164505004885,23.359777450561523,158.12490844726562,110.04638671875,125.79345703125,-80.38330078125,92.0046615600586,77.07383728027344,252.407958984375,-0.9852482676506042,0.1711309552192688,-0.0003557816380634,-11.623509407043455,23.687789916992188,156.1131591796875,78.125,-23.92578125,6.28662109375,93.38621520996094,74.95686340332031,251.90135192871097,-0.9049040675163268,0.4240581095218658,-0.036378052085638,-12.155080795288086,23.10140609741211,155.52572631835938,-44.0673828125,-24.96337890625,-25.87890625,93.06251525878906,75.25663757324219,251.78240966796875,-0.96073180437088,-0.1264442801475525,-0.2469944804906845,-12.519312858581545,22.94568252563477,155.46661376953125,-13.427734375,1.708984375,-2.13623046875,94.21292114257812,75.66796112060547,252.8173370361328,-0.9357731938362122,-0.2136374115943908,-0.2805131077766418,-12.50976848602295,22.82194709777832,155.46348571777344,-0.6103515625,-0.42724609375,-2.99072265625,95.12821197509766,75.90646362304688,253.62684631347656,-0.944631814956665,-0.1294181942939758,-0.3015322685241699,standing_still,not_walking
-11.236788749694824,24.115205764770508,147.2666778564453,-24.47509765625,-52.55126953125,52.8564453125,107.95614624023438,72.81000518798828,257.8774719238281,-0.8862976431846619,0.4272462129592895,-0.1787099242210388,-11.78134059906006,22.78983497619629,147.2437744140625,-104.43115234375,-47.05810546875,-36.31591796875,107.28834533691406,73.68938446044922,257.71478271484375,-0.998976707458496,-0.0356848798692226,0.0277882255613803,-12.096949577331545,22.539400100708008,147.175048828125,-4.33349609375,-10.986328125,-5.4931640625,108.04959869384766,74.4085464477539,258.4639892578125,-0.9648464322090148,-0.1428242474794387,-0.2206189036369323,-11.92335605621338,22.36217880249023,147.1779022216797,8.1787109375,-6.4697265625,-5.0048828125,110.18939208984376,75.23906707763672,260.23040771484375,-0.9813854098320008,-0.0758276954293251,-0.1764452159404754,-12.24862003326416,21.293941497802734,146.9843292236328,-53.03955078125,-135.009765625,-57.0068359375,114.0906219482422,76.81742095947266,263.8826904296875,-0.9721607565879822,-0.1951333284378051,-0.1297170519828796,-12.91137409210205,20.768577575683594,146.63912963867188,84.53369140625,144.59228515625,25.69580078125,112.59286499023438,76.67952728271484,262.375244140625,-0.9841527938842772,-0.1092238947749137,-0.1396902799606323,-11.619698524475098,22.745216369628903,146.52212524414062,54.443359375,80.078125,40.0390625,109.0856475830078,74.2254409790039,258.6934509277344,-0.9690438508987428,0.1931497305631637,-0.1537762433290481,-11.36462688446045,22.287683486938477,146.5900115966797,-12.02392578125,-29.052734375,-10.009765625,107.94019317626952,74.05074310302734,257.8053283691406,-0.9866645932197572,-0.0623610094189643,-0.1503467261791229,-11.52219295501709,22.153541564941406,146.48675537109375,3.47900390625,-8.1787109375,-6.2255859375,109.33694458007812,74.71345520019531,258.8868408203125,-0.9563757181167604,-0.0862277075648307,-0.2791240215301513,-11.621867179870604,22.10875129699707,146.36463928222656,8.11767578125,-12.6953125,-7.2021484375,111.1195297241211,75.48411560058594,260.350830078125,-0.9770737290382384,0.0250120609998703,-0.2114267498254776,-11.636160850524902,21.679208755493164,146.35272216796875,4.150390625,-69.76318359375,-12.02392578125,112.9423599243164,76.36739349365234,261.94122314453125,-0.9799933433532716,0.0296692959964275,-0.196806326508522,-12.965782165527344,19.046669006347656,145.52674865722656,-49.6826171875,-41.56494140625,-159.1796875,116.2737808227539,77.8206787109375,264.58343505859375,-0.6742534637451172,-0.7365521192550659,-0.0536028258502483,walking,walking
-10.65595245361328,23.434906005859375,145.05442810058594,5.55419921875,-71.77734375,-25.146484375,109.7430191040039,73.31050872802734,258.15185546875,-0.8800315856933594,-0.1778265833854675,-0.4403658509254455,-10.892491340637209,22.98376846313477,145.0517578125,-5.0048828125,-20.69091796875,-4.150390625,110.30016326904295,73.88253784179688,258.611328125,-0.951072633266449,-0.2381473779678344,-0.1968420445919037,-11.443344116210938,21.418058395385746,144.76510620117188,-27.40478515625,-176.08642578125,-31.494140625,116.8958511352539,76.86783599853516,264.0569152832031,-0.9901270866394044,-0.1201720535755157,-0.0721598789095878,-11.766514778137209,19.44373893737793,144.3705291748047,72.509765625,-63.53759765625,-110.595703125,119.44296264648438,77.71640014648438,266.22442626953125,-0.6384567618370056,-0.7581261396408081,-0.1327314525842666,-10.52893352508545,24.29424095153809,144.32884216308594,68.66455078125,94.42138671875,54.8095703125,113.8019790649414,73.05868530273438,261.0679626464844,-0.8729709982872009,0.4307287335395813,-0.2288984954357147,-10.711149215698242,23.225839614868164,144.5856170654297,-0.8544921875,-8.6669921875,-5.31005859375,114.08914184570312,74.1290283203125,261.4872131347656,-0.9608461260795592,-0.1879995018243789,-0.2035456150770187,-10.944382667541504,23.11957740783691,144.44552612304688,1.0986328125,-2.01416015625,-4.94384765625,115.58143615722656,74.77507781982422,262.7623291015625,-0.9702420830726624,-0.0324233397841453,-0.2399561256170272,-11.058706283569336,23.000160217285156,144.3289794921875,7.01904296875,-21.728515625,-5.126953125,117.86322021484376,75.67072296142578,264.8341369628906,-0.974717140197754,0.0239770002663135,-0.2221521139144897,-12.36106777191162,20.232912063598633,143.50588989257812,-48.03466796875,83.251953125,-15.380859375,123.25042724609376,77.25251770019531,269.605712890625,-0.6921338438987732,-0.7090526819229126,-0.1348891854286193,-10.98866081237793,23.97881317138672,143.66806030273438,69.091796875,159.60693359375,36.43798828125,117.52397918701172,73.7269515991211,264.2220153808594,-0.9446528553962708,0.2805242836475372,-0.1701093018054962,-10.301417350769045,23.817319869995117,144.3036651611328,-28.3203125,-35.70556640625,-9.27734375,115.84719848632812,73.63713073730469,262.98040771484375,-0.9743385910987854,-0.1301927715539932,-0.1836139559745788,-10.441296577453612,23.700551986694336,144.2727508544922,-0.244140625,-5.67626953125,-1.0986328125,116.5514678955078,74.0075454711914,263.5765686035156,-0.92732036113739,-0.2914400994777679,-0.2348181307315826,walking,walking
