timestamp,Roll1,Pitch1,Yaw1,gx,gy,gz,Roll2,Pitch2,Yaw2,ax,ay,az
476,-11.757158279418945,24.527524948120117,176.18344116210938,11.16943359375,12.26806640625,40.283203125,21.094743728637695,53.135074615478516,198.67820739746094,-0.991986095905304,0.007976238615810871,-0.12609495222568512
609,-11.559998512268066,24.615169525146484,176.402099609375,13.73291015625,16.2353515625,40.46630859375,21.13788414001465,53.119510650634766,198.87759399414062,-0.9941829442977905,-0.014378426596522331,-0.1067415401339531
729,-11.078433990478516,24.993709564208984,176.93421936035156,8.72802734375,33.3251953125,39.55078125,21.392168045043945,53.087459564208984,199.7386016845703,-0.986673891544342,-0.1172499731183052,-0.11281471699476242
910,-10.825101852416992,25.297880172729492,177.3721466064453,1.708984375,30.1513671875,45.166015625,21.50084114074707,53.09154510498047,200.36727905273438,-0.9868437647819519,-0.09631083905696869,-0.12985987961292267
1030,-10.577864646911621,25.512941360473633,177.7860565185547,0.6103515625,21.42333984375,39.24560546875,21.66240119934082,53.122779846191406,200.94598388671875,-0.9859105944633484,-0.1084786206483841,-0.1273290067911148
1149,-10.418679237365723,25.646024703979492,177.91441345214844,7.8125,14.58740234375,8.11767578125,21.975690841674805,53.17107009887695,201.43032836914062,-0.9906255006790161,-0.07931900769472122,-0.11121904850006104
1390,-10.262910842895508,25.577587127685547,177.8938446044922,-2.5634765625,-2.44140625,-0.6103515625,22.30615997314453,53.39790725708008,201.70352172851562,-0.9736271500587463,-0.20327812433242798,-0.10357735306024551
1510,-10.300797462463379,25.389684677124023,177.94903564453125,-2.01416015625,-10.43701171875,5.615234375,22.121063232421875,53.552886962890625,201.53953552246094,-0.9332717657089233,-0.3508386015892029,-0.07691600918769836
1629,-10.306472778320312,25.245891571044922,177.92510986328125,-0.6103515625,0.8544921875,-5.7373046875,22.170900344848633,53.682254791259766,201.53985595703125,-0.9555412530899048,-0.2859402894973755,-0.07196645438671112
1749,-10.320908546447754,24.710908889770508,177.94357299804688,-1.52587890625,-23.74267578125,0.30517578125,22.137847900390625,54.05559158325195,201.335693359375,-0.9740381240844727,-0.1965564340353012,-0.11231796443462372
1869,-10.40435791015625,24.447757720947266,177.8430938720703,5.37109375,-16.05224609375,-14.0380859375,22.2366886138916,54.207115173339844,201.2544403076172,-0.9742093086242676,-0.212970569729805,-0.07456351816654205
1989,-10.465930938720703,24.095598220825195,177.7301788330078,-0.1220703125,-29.6630859375,-17.51708984375,22.387788772583008,54.363468170166016,201.20022583007812,-0.977088987827301,-0.19652599096298218,-0.08169916272163391
2110,-10.37504768371582,23.81388282775879,177.54412841796875,5.126953125,-8.7890625,-16.11328125,22.471437454223633,54.598934173583984,201.03192138671875,-0.9875741004943848,-0.11176976561546326,-0.11047559231519699
2229,-10.329943656921387,23.601486206054688,177.491455078125,-0.244140625,-13.73291015625,-6.34765625,22.35243034362793,54.79143524169922,200.76608276367188,-0.9767859578132629,-0.1852010041475296,-0.10765554755926132
2350,-10.458123207092285,23.530670166015625,177.33480834960938,-5.859375,7.14111328125,-15.869140625,22.38910675048828,54.95082473754883,200.67755126953125,-0.9796268343925476,-0.16338768601417542,-0.11677207797765732
2469,-10.587356567382812,23.652698516845703,176.8760986328125,15.380859375,28.80859375,-33.99658203125,22.680448532104492,55.15755844116211,200.69424438476562,-0.9924377799034119,-0.09468825161457062,-0.07811184227466583
2589,-10.450103759765625,23.584325790405273,176.80299377441406,7.2021484375,-0.9765625,-5.43212890625,22.732114791870117,55.3027229309082,200.62159729003906,-0.9888082146644592,-0.08229214698076248,-0.12444467097520828
2706,-10.114726066589355,23.482255935668945,176.97219848632812,23.0712890625,-7.9345703125,15.44189453125,22.64885711669922,55.44607162475586,200.51705932617188,-0.9889528751373291,-0.04597553238272667,-0.14091980457305908
2816,-10.185993194580078,23.534080505371094,177.0107421875,-14.892578125,5.615234375,-4.7607421875,22.648921966552734,55.58656311035156,200.45143127441406,-0.9921591877937317,-0.06667770445346832,-0.10570855438709259
3005,-10.62083625793457,23.527925491333008,176.96554565429688,-23.37646484375,2.8076171875,-10.92529296875,23.087629318237305,55.79945755004883,200.77767944335938,-0.9941666126251221,-0.09832936525344849,-0.04431912675499916
3177,-10.042349815368652,23.448728561401367,177.16839599609375,48.4619140625,-7.38525390625,18.12744140625,23.149242401123047,55.875892639160156,200.8660430908203,-0.9888090491294861,-0.05649641901254654,-0.13807529211044312
3302,-9.641037940979004,23.395002365112305,177.2642059326172,20.1416015625,-4.45556640625,1.40380859375,23.239748001098633,55.95294952392578,200.94024658203125,-0.9863086342811584,-0.08277219533920288,-0.14263208210468292
3542,-9.293084144592285,23.387569427490234,177.36175537109375,16.66259765625,-1.89208984375,5.79833984375,23.396486282348633,56.15473556518555,201.08786010742188,-0.9936517477035522,-0.02234004996716976,-0.11025895178318024
3667,-9.325891494750977,23.428699493408203,177.33621215820312,4.2724609375,2.0751953125,1.03759765625,23.57209587097168,56.31655502319336,201.22215270996094,-0.9921730756759644,-0.04251999780535698,-0.11740774661302567
3782,-9.448141098022461,23.47754669189453,177.267822265625,-0.1220703125,3.90625,-1.28173828125,23.65716552734375,56.41611862182617,201.3112335205078,-0.9916102886199951,-0.053407441824674606,-0.11771436035633087
3969,-9.517492294311523,23.462743759155273,177.21017456054688,1.0986328125,2.3193359375,0.30517578125,23.822879791259766,56.70112991333008,201.4803466796875,-0.993264377117157,-0.04387674853205681,-0.10724098980426788
4079,-9.382841110229492,23.504331588745117,177.2543182373047,1.64794921875,3.5400390625,0.06103515625,23.913232803344727,56.8094596862793,201.5587615966797,-0.9929035902023315,-0.05076391249895096,-0.1075425073504448
4266,-9.360745429992676,23.44771957397461,177.2478790283203,1.5869140625,2.86865234375,-0.48828125,23.973609924316406,56.9172477722168,201.618896484375,-0.9921561479568481,-0.05336984619498253,-0.11303947865962982
4501,-9.275476455688477,23.643136978149414,177.25697326660156,3.0517578125,1.953125,0.18310546875,24.133848190307617,57.136932373046875,201.7390594482422,-0.9925804734230042,-0.04327032342553139,-0.113629549741745
4630,-9.366711616516113,23.67366600036621,177.20538330078125,3.0517578125,3.173828125,0.18310546875,24.20962905883789,57.24991226196289,201.81005859375,-0.9910584688186646,-0.050193823873996735,-0.12362774461507797
4750,-9.382864952087402,23.734539031982422,177.1853790283203,3.11279296875,2.685546875,1.15966796875,24.252544403076172,57.407379150390625,201.89105224609375,-0.995887279510498,-0.013650492765009403,-0.08956639468669891
4930,-9.521623611450195,23.840038299560547,177.08297729492188,13.97705078125,19.47021484375,19.47021484375,24.18241310119629,57.61091995239258,201.941650390625,-0.9356601238250732,-0.29333359003067017,-0.19620245695114136
5050,-9.321298599243164,23.86946678161621,177.3037109375,10.92529296875,3.72314453125,27.34375,24.49057388305664,57.54068374633789,202.3917999267578,-0.9709034562110901,-0.06397833675146103,-0.23076647520065308
5169,-9.363592147827148,23.940887451171875,177.44659423828125,2.0751953125,18.9208984375,20.08056640625,24.682897567749023,57.463714599609375,202.68800354003906,-0.97819584608078,-0.14239254593849182,-0.15118667483329773
5290,-9.117412567138672,24.124034881591797,177.92184448242188,-32.958984375,-2.25830078125,-2.86865234375,24.32399559020996,57.55590057373047,202.63629150390625,-0.9795581102371216,-0.19979622960090637,0.023398535326123238
5410,-9.187488555908203,23.989093780517578,177.89083862304688,8.4228515625,-0.48828125,3.96728515625,24.25956916809082,57.68737030029297,202.50579833984375,-0.9536222219467163,-0.1747320145368576,-0.24509868025779724
5590,-9.225011825561523,23.963260650634766,177.87680053710938,8.60595703125,0.42724609375,2.197265625,24.13869857788086,57.80097579956055,202.41583251953125,-0.9740221500396729,-0.10671581327915192,-0.19973161816596985
5710,-9.381155967712402,23.935251235961914,177.80215454101562,0.1220703125,0.30517578125,-0.9765625,24.260921478271484,58.05248260498047,202.4320831298828,-0.9691464900970459,-0.08963343501091003,-0.22961057722568512
5830,-9.550870895385742,23.91451072692871,177.72549438476562,-5.2490234375,1.0986328125,-3.35693359375,24.464370727539062,58.27347946166992,202.52877807617188,-0.970893144607544,-0.11216440051794052,-0.21162642538547516
5950,-9.75676155090332,23.9300537109375,177.6175537109375,-3.47900390625,3.23486328125,-2.8076171875,24.664384841918945,58.67116165161133,202.61671447753906,-0.98679119348526,-0.06167444959282875,-0.14979775249958038
6070,-9.96424674987793,23.936363220214844,177.5076446533203,-7.01904296875,3.84521484375,-6.2255859375,24.919729232788086,58.927066802978516,202.7713623046875,-0.9894080758094788,-0.05721067264676094,-0.1334114372730255
6190,-10.32816219329834,24.08264923095703,177.21107482910156,-12.8173828125,22.76611328125,-24.90234375,25.08542251586914,59.21014404296875,202.8739776611328,-0.9897862672805786,0.05935001000761986,-0.1296176314353943
6430,-10.28610897064209,24.178083419799805,176.55177307128906,31.005859375,18.798828125,-43.39599609375,25.743440628051758,59.24900817871094,202.97360229492188,-0.9777301549911499,-0.18567156791687012,-0.0978255420923233
6550,-10.320189476013184,24.187522888183594,176.45191955566406,-28.38134765625,3.72314453125,-14.0380859375,26.27193832397461,59.299888610839844,203.40174865722656,-0.9871833324432373,-0.15958872437477112,0.0006868955097161233
6722,-10.234477043151855,23.91442108154297,176.4829559326172,4.69970703125,1.5869140625,1.03759765625,26.78260040283203,59.456634521484375,203.85060119628906,-0.9836828112602234,-0.13999028503894806,-0.11300857365131378
6847,-10.405186653137207,23.812118530273438,176.3939208984375,0.91552734375,2.86865234375,0.244140625,26.8115234375,59.728309631347656,203.85299682617188,-0.9943884611129761,-0.07639959454536438,-0.07317648828029633
